"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC196Pp","AC197Pp","AC198Pp","AC196A","AC197A","AC198A"
"1","ELH",48112.3885481725,-7.82898755633327,0.144785807557277,-54.072893527469,0,0,423.558190703945,464.207806884964,376.438914850438,77671.2593881312,104186.92367424,105551.943314225
"2","GnRH",16565.7666114249,6.06303054792586,0.121887939385076,49.742661813087,0,0,33610.3839688925,33136.9150675943,31179.9250545941,435.489347566678,550.03335612399,481.852873777524
"3","LOC100533237",123045.854760815,-7.73454845941476,0.127630200084385,-60.6012405708126,0,0,1167.67818147618,1246.13566922851,1036.89184474149,272562.377144299,214600.570252224,247661.475472919
"4","LOC100533239",23746.8464151339,-5.69978566131148,0.128062609489817,-44.5078050808006,0,0,863.318060833724,1044.22011996511,781.760610891448,47036.7034252328,48749.4810184422,44005.5952554378
"5","LOC100533366",66660.7325351821,8.01263532224192,0.153046686940576,52.3541899691891,0,0,142152.378019451,116073.726927534,140192.206102165,418.146851424642,644.99427186737,482.943038650324
"6","LOC100533452",8643.56385938675,7.99494701257125,0.184202699559964,43.4029850358877,0,0,16305.8330792857,14955.6075949506,20398.9455955271,70.3334565760343,45.6305699026629,85.0328600783866
"7","LOC101845620",16981.1985978216,-10.4229157745609,0.206276598347777,-50.5288329264969,0,0,24.3025191387509,29.69346312697,20.2179468333995,31484.3382738582,34641.0021079972,35687.6372759752
"8","LUQ-1",5431.10104637011,-8.64522864424325,0.20551497670723,-42.0661733891975,0,0,23.1452563226199,23.754770501576,33.6965780556658,9873.66113686574,10612.1906489842,12020.1578874909
"9","LOC101856039",18355.1734808192,-5.64917404412124,0.155962051919046,-36.2214652513901,2.7967141231557e-287,3.68078653208659e-284,771.894298359375,626.532071979067,753.840589073896,33481.615746216,29518.0456924388,44979.1124868481
"10","LOC101852515",2437.20273751676,4.66951902819312,0.138294931738593,33.7649324490033,6.45498220251549e-250,7.64592641887959e-247,4681.12809124988,4897.44185174159,4494.1607532528,211.000369728103,154.157330752239,185.328028375971
"11","LOC100533236",325874.665311212,-10.9282152390573,0.328893840976941,-33.2271811676265,4.36119023649593e-242,4.69620894102675e-239,429.3445047846,260.312693413104,313.859555604202,645140.856483734,850556.289502928,458547.329126809
"12","LOC101856965",8490.44994389165,4.73706683393245,0.144906701832317,32.6904606483562,2.13399290512242e-234,2.10642883009792e-231,14944.8920075157,19373.0051261395,14782.2074133341,603.133476939691,704.19068687623,535.270952544715
"13","LOC100533443",33911.9862318437,3.74999637191984,0.11490517419802,32.6355744908175,1.28381293367695e-233,1.16975109226181e-230,65797.334673944,59294.8765182464,64303.6612833136,5088.09567367174,4769.01118415128,4218.93805773533
"14","LOC100533336",10116.1248480702,4.28960777153335,0.132424628475276,32.3928246650451,3.46373486538017e-230,2.93056710574487e-227,18827.5087556352,18050.6562348851,20862.9956133223,864.23439107812,1159.26312725684,932.090966243853
"15","LOC106011723",1604.03897855994,-6.1727466541646,0.194893283019743,-31.6724443168177,3.72334766213648e-220,2.94020353720044e-217,39.3469357484539,50.478887315849,41.398653039818,2902.94115977522,2762.49936708013,3827.5688684002
"16","LOC101860667",1480.63266917853,-6.83525507679143,0.234310814339553,-29.1717439336201,4.42790578217155e-187,3.27803399936387e-184,25.4597819548819,17.816077876182,33.6965780556658,3681.42654215105,2682.33755508897,2443.05947994441
"17","LOC101856757",2298.0568278674,5.01412302098402,0.179461697242101,27.9397949425374,8.77094869808052e-172,6.11128748992728e-169,5370.85672966396,3408.80956697616,4594.28772804678,116.580112954797,133.191933769935,164.614895792774
"18","LOC101845765",18968.2000782064,4.05949271466011,0.147110832126977,27.5947913281885,1.2849617586747e-167,8.4557622397232e-165,41447.3677597316,28801.6694510567,37119.1876267485,1846.97583912682,2274.12894325704,2319.87084931803
