"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC193Pp","AC194Pp","AC195Pp","AC205Pp","AC206Pp","AC207Pp"
"1","LOC101850631",58877.0408017362,-8.88300080716635,0.150357553609019,-59.0791788902417,0,0,208.82248848538,257.427152899342,278.822016038173,127546.928001054,128701.522375489,96268.7227764513
"2","LOC101847465",5515.66858222763,-5.46453513119348,0.163955579177492,-33.3293637130688,1.45035229196947e-243,8.86092732778746e-240,304.651986625931,180.401705575129,252.763883698157,12278.7332644942,10484.1567515733,9593.30390139907
"3","LOC101846325",2712.12286533679,-8.28325991932264,0.267465050513596,-30.969503878794,1.38811959662424e-210,5.65381111705053e-207,14.3029101702315,25.3373181987541,10.4232529360065,5774.77367321344,6110.91261170524,4336.98742579709
"4","LOC101852443",2239.34894452583,-8.21165201337462,0.282504328076372,-29.0673494076688,9.28908025892255e-186,2.83758179209437e-182,14.3029101702315,16.2158836472026,14.3319727870089,4379.8504818977,5428.81623601627,3582.5761826366
"5","LOC101852738",1623.16205425709,-5.29940038591243,0.196342573139173,-26.9905823336443,1.90636854829125e-160,4.65878345831415e-157,77.2357149192501,107.430229162717,53.4191712970331,2580.56055419918,3237.16230757304,3683.16434839133
"6","LOC101848377",1057.24583275416,-6.47437958945818,0.2516272271421,-25.7300438549201,5.39185603674285e-146,1.09805148188268e-142,20.0240742383241,27.3643036546544,22.1494124890137,1581.48114697711,2519.2838269299,2173.17223223598
"7","LOC101854709",640.021970659323,-4.56555333215429,0.185821539674432,-24.5695592672053,2.67312106233665e-133,4.66612375152736e-130,35.7572754255787,55.742100037259,62.5395176160387,1271.81388047321,1242.30995637777,1171.96909402608
"8","LOC106012394",530.221707735833,-5.08156408456783,0.219413597263574,-23.1597501155023,1.15947265197912e-118,1.77094954181661e-115,27.1755293234398,35.4722454782558,27.3610389570169,906.273926740778,1114.83620747852,1070.21129843698
"9","LOC101845676",757.521370152118,-3.8071915316875,0.168672373802962,-22.5715180610131,8.25623148178522e-113,1.12092102751037e-109,88.6780430554353,121.61912735402,89.9005565730557,1317.26962601507,1600.13100591952,1327.5298619956
"10","LOC101847784",1173.29071772713,-2.78277398986646,0.127602102355178,-21.8082142731525,1.93897628158872e-105,2.36923511847326e-102,274.615875268445,299.993847473249,317.909214548197,2118.4271411903,2072.00751500271,1956.79071287986
"11","LOC101855937",573.560667623399,-5.30533725311954,0.243909352033251,-21.7512662343356,6.71992809424487e-105,7.46461830759801e-102,30.0361113574861,23.3103327428538,32.5726654250202,1304.95869493082,1217.70975922178,832.776442062441
"12","LOC101861925",469.253415015074,-4.33921263942813,0.199558456493909,-21.7440679571531,7.86130635643467e-105,8.0047751974396e-102,41.4784394936713,50.6746363975082,39.0871985100242,797.369536380078,985.126077019637,901.784602289525
"13","LOC101846602",622.646103327268,-4.33556904672428,0.201431600121686,-21.5237780174766,9.32461657277338e-103,8.76442230020907e-100,48.6298945787871,70.9444909565115,54.7220779140339,1352.30842987025,1274.73748899249,934.534237651531
"14","LOC101845452",597.394374661598,-4.14226641567188,0.192870390225143,-21.4769431991945,2.55795276987529e-102,2.23254463536472e-99,44.3390215277176,74.9984618683122,70.3569573180436,1048.32313155908,1320.58331096503,1025.7653647314
"15","LOC106011005",592.760467261764,-6.16541486386332,0.293695362624184,-20.9925509506688,7.6716057056713e-98,6.24929000783984e-95,14.3029101702315,16.2158836472026,18.2406926380113,1197.94829396769,1478.24821091936,831.606812228083
"16","LOC101853474",593.831020864922,-3.13800201343237,0.150943631498518,-20.7892309352792,5.41720756550935e-96,4.13705370268492e-93,134.447355600176,115.538170986319,114.655782296071,1063.4750467397,1086.88143798307,1047.9883315842
"17","LOC101857532",1810.58823988894,-3.71694653896732,0.179207289397302,-20.7410454757053,1.47680794753618e-95,1.06147743005556e-92,215.973943570496,277.697007458345,272.307482953169,2513.32393058519,4289.37983138176,3294.84724338468
"18","LOC101857597",841.319910083711,-3.17935318025935,0.15638846286169,-20.3298448113219,7.00235913314148e-92,4.75343479154754e-89,138.738228651245,163.172329199976,199.344712401123,1459.31883083337,1688.46807752514,1398.8772818914
"19","LOC101857128",433.027303742035,-6.2757555100625,0.313430805675277,-20.0227782222669,3.48723294389521e-89,2.24265786007661e-86,12.8726191532083,9.12143455155148,11.7261595530073,852.295228909822,944.87120894619,767.277171338429
"20","LOC101855596",661.885171210973,-3.20389037881216,0.160539312267901,-19.9570456204872,1.30184752897738e-88,7.95363747828729e-86,104.41124424269,143.915967368923,138.108101402086,1100.40783999246,1318.34692940539,1166.12094485429
"21","LOC101860873",532.937479330347,-4.04834381497932,0.202967085472413,-19.9458143942732,1.62974504799484e-88,9.48278797211857e-86,62.9328047490186,60.8095636770099,58.6307977650363,998.132412523281,1231.12804857959,785.991248688146
"22","LOC101848347",3331.77818725323,-2.82744358686338,0.1422206798306,-19.8806783249185,5.98196367344851e-88,3.32243700572124e-85,826.70820783938,688.161562278162,956.333456878592,5219.83477972327,6589.49826546733,5710.13285133263
"23","LOC101845466",2973.21287295501,-11.0261188337918,0.560759839575305,-19.6628182969424,4.49073119558542e-86,2.38574975995036e-83,2.8605820340463,4.05397091180066,1.30290661700081,5175.3260288802,6247.33188684303,6408.40186244398
"24","LOC101852128",420.351424294844,-5.07081633031793,0.258526764043667,-19.6142799724265,1.16778833449845e-85,5.94550235801523e-83,24.3149472893935,29.3912891105548,18.2406926380113,752.86078553701,1038.7992344509,658.501596743194
"25","LOC101851682",765.710667896479,-3.03907037566236,0.155465896653836,-19.5481481217017,4.27769149979093e-85,2.09076449743781e-82,161.622884923616,193.577111038481,140.713914636087,1280.33683276231,1517.38488821299,1300.62837580538
"26","LOC101853210",506.226955414391,-6.67446988701508,0.344121761244556,-19.3956635083933,8.39624600724961e-84,3.94591269086858e-81,11.4423281361852,8.10794182360131,10.4232529360065,991.50344963176,1257.96462729522,757.92013266357
"27","LOC106013217",1084.33779742238,-3.24216514392389,0.171156140065458,-18.9427334753164,5.0695508593554e-80,2.29425340557273e-77,263.17354713226,180.401705575129,181.104019763112,2159.14791323822,1592.3036704608,2129.89592836475
"28","LOC101859366",626.443519142632,-4.18656612877469,0.221544209827416,-18.8972040029214,1.20258871004505e-79,5.24801123144304e-77,48.6298945787871,82.0929109639633,62.5395176160387,1005.70837011359,1590.06728890116,969.623132682252
"29","LOC101856344",557.424658101049,-7.23601445819779,0.383718491965202,-18.8576120508,2.54455463177517e-79,1.07213493260899e-76,5.7211640680926,6.08095636770099,10.4232529360065,1139.2346226428,1360.83817903848,822.249773553224
"30","LOC101853719",318.696163551683,-5.9454928118933,0.327936010240727,-18.1300394779119,1.84626558117279e-73,7.51983971211677e-71,8.5817461021389,10.1349272795016,11.7261595530073,711.193018790307,590.404731743891,580.136397841251
"31","LOC101856068",439.06673895723,-7.25434218190989,0.409117715178103,-17.7316745591225,2.38814191558708e-70,9.41313098921242e-68,7.15145508511575,5.06746363975082,5.21162646800323,841.878287223147,873.306999037839,901.784602289525
"32","LOC101859745",6733.39877594234,2.52492693172399,0.14302626762589,17.6535889080765,9.54905307010991e-70,3.64624623323978e-67,11131.9549854912,12246.0326318218,11040.8306724648,1938.49814842045,1609.07653215807,2433.99968529767
"33","LOC101855936",356.348083141006,-3.65884815827077,0.207379833116872,-17.6432206703955,1.14731397049697e-69,4.24819072894015e-67,44.3390215277176,64.8635345888105,45.6017315950282,669.525252043605,757.01515793677,556.743801154104
"34","LOC118478682",409.995080058149,-3.45771357414783,0.197045629845917,-17.5477810741179,6.18496068580925e-69,2.2227657241148e-66,88.6780430554353,52.7016218534085,66.4482374670411,640.168416381155,834.17032174421,777.803839847645
"35","LOC101855230",346.928301021747,-3.14526334227442,0.18083966879844,-17.3925519946625,9.39560069464095e-68,3.28013842536622e-65,68.6539688171112,71.9579836844617,70.3569573180436,567.249824574426,627.305027477884,676.046044258554
"36","LOC106013374",289.0986555761,-3.89884796915154,0.228007160660914,-17.0996733517058,1.49238384303853e-65,5.06539949391328e-63,25.7452383064167,42.5666945739069,39.0871985100242,510.430142647105,640.7233168357,476.039342583446
"37","LOC101855371",332.014278989958,-3.74513478151448,0.223367336894137,-16.7667074048945,4.27553658257143e-63,1.41196706763352e-60,41.4784394936713,61.82305640496,32.5726654250202,541.680967707131,740.2422962395,574.288248669464
"38","LOC101855274",432.817163529388,-3.40531413400964,0.204171074851443,-16.6787295236966,1.87157042423894e-62,6.01808395099357e-60,45.7693125447408,101.349272795016,72.9627705520452,727.291928669715,882.252525276383,767.277171338429
"39","LOC101858324",253.682621155791,-4.30795773836979,0.260080073972184,-16.5639669067094,1.2694168961168e-61,3.97718078298748e-59,15.7332011872546,24.3238254708039,32.5726654250202,456.451444816149,584.813777844801,408.200812190719
"40","LOC101861955",303.693962906435,-3.04983364466145,0.189064411601793,-16.1311884072874,1.5402781643258e-58,4.70516472247424e-56,55.7813496639028,66.8905200447108,72.9627705520452,506.64216385195,598.232067202617,521.654906123383
"41","LOC101849413",211.219375554579,-5.29856387306092,0.331176696461491,-15.9992050457482,1.29417013140951e-57,3.85694264285189e-55,5.7211640680926,17.2293763751528,6.51453308500403,395.843784093673,434.976213349193,407.031182356361
"42","LOC106013690",246.339578238849,-3.4911654746422,0.225669474930655,-15.4702601036981,5.50840317523399e-54,1.60255186662343e-51,48.6298945787871,35.4722454782558,37.7842918930234,463.08040770767,519.958712615359,373.111917159998
"43","LOC106011452",2458.01433414898,-5.62830415475273,0.376132618483338,-14.9636162304867,1.26936781920512e-50,3.60707101927148e-48,127.29590051506,101.349272795016,63.8424242330395,4231.17231418787,6544.77063427461,3679.65545888826
"44","LOC101848115",327.53788060061,-3.09098056900606,0.20739459608241,-14.9038626241633,3.11064447930408e-50,8.6384011119583e-48,57.211640680926,88.1738673316643,58.6307977650363,616.493548911438,668.67808633115,476.039342583446
"45","LOC101857249",396.175949310262,-2.54614127276157,0.170909667432202,-14.8975848529551,3.41709529568799e-50,9.27855275955811e-48,120.144445429945,135.808025545322,89.9005565730557,675.207220236337,703.342000505507,652.653447571407
"46","LOC101862029",511.625023931994,-2.08905779082633,0.144588298384112,-14.4483185304288,2.56880683365259e-47,6.82353276095674e-45,178.786377127894,204.725531045933,199.344712401123,789.793578789769,839.7612756433,857.338668583945
"47","LOC101861104",147.204742865173,-4.69031013534952,0.332218959261778,-14.1181290368612,2.93685348836271e-45,7.63519420729871e-43,7.15145508511575,11.1484200074518,14.3319727870089,294.515351323283,294.084175092128,261.997082896049
"48","LOC101861355",2494.76306007258,-6.54567553389417,0.467450260860421,-14.0029348188741,1.49564502989038e-44,3.72965033065931e-42,28.605820340463,57.7690854931594,71.6598639350444,5035.17081345947,6771.76336257766,3003.6094146297
"49","LOC101862331",1510.94976385103,-1.69188477754268,0.12081511790425,-14.0039161231755,1.47513066364172e-44,3.72965033065931e-42,682.248815120042,784.443371433427,673.602720989417,2233.96049444252,2414.17389362701,2277.26928749378
"50","LOC101860770",184.419661416794,-3.09074191465302,0.221327174175747,-13.9645839972582,2.56398170396066e-44,6.26585848813907e-42,35.7572754255787,37.4992309341561,42.9959183610266,321.978197588155,346.639141743573,321.648204448274
"51","LOC101848340",175.278484146642,-5.46189461877568,0.392686754866992,-13.9090370405431,5.58259893366418e-44,1.33752502687143e-41,10.012037119162,6.08095636770099,7.81743970200484,397.73777349125,390.248582156474,239.774116043259
