"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC177A","AC181A","AC182A","AC179A","AC183A","AC184A"
"1","LOC101847465",6425.47513581827,-7.17964260392505,0.188618201780316,-38.0644208043463,0,0,110.200443723146,72.1673411369679,84.0831766709789,13411.7112285786,12575.5174975985,12299.1711272014
"2","LOC101850631",113719.417533443,-11.0861483796758,0.18272339452693,-60.6717514655296,0,0,105.747900542413,113.625175407141,93.7479096216661,251058.706182768,234938.249947765,196006.428084554
"3","LOC101848377",1442.57541910345,-6.32543589700908,0.217939624458355,-29.0237991954408,3.29593937540666e-185,1.43911699594839e-181,43.4122960121483,31.4772445384647,32.8600920323366,2525.60480468298,3015.70908993118,3006.38898742357
"4","LOC101852738",2434.73425551014,-6.21421320176841,0.218087195482952,-28.4941680689098,1.38350607462266e-178,4.53063651787056e-175,69.014419301364,64.4899644202692,60.8878175893295,3564.66392423484,5551.57405701768,5297.77535049735
"5","LOC101853463",3050.74423294708,-5.08469252679826,0.185622730400603,-27.392617896659,3.35814765109001e-165,8.7976752163256e-162,211.495801084825,160.457173379003,153.669253915927,5175.38127416021,6072.72926328608,6530.73263185645
"6","LOC101852443",1276.33386495799,-8.22504415628851,0.339316298821489,-24.2400503154599,8.41949741385055e-130,1.83811661040047e-126,4.45254318073316,14.5870157617276,4.83236647534361,2809.09105826985,2731.82779871181,2093.21240734847
"7","LOC101861925",791.368447613077,-5.38803953481416,0.230013537502459,-23.4248800888798,2.38425909484347e-121,4.46162998333637e-118,44.5254318073316,23.799867821766,44.4577715731612,1577.91728752689,1583.5915312424,1473.91879570691
"8","LOC101848347",3677.01362311202,-3.48656747121431,0.148917100667931,-23.412807901686,3.16489132968414e-121,5.18211394094158e-118,613.337823145993,611.886924320887,581.816923631371,6495.58378569904,6919.07684419757,6840.37943767723
"9","LOC101854709",710.261170183627,-4.87113745844066,0.21072529848158,-23.1160543776212,3.19272411005929e-118,4.64683256862963e-115,38.9597528314152,50.6706863302115,50.2566113435736,1286.23101834041,1533.80637942408,1301.64257283208
"10","LOC101857597",567.700619942272,-5.10491826867461,0.223057912268558,-22.8860667472238,6.39569667562216e-116,8.37772307539746e-113,33.3940738554987,26.8708185084455,36.7259852126115,1075.37347435018,1110.10295969367,1123.73640803323
"11","LOC101856068",686.642738258146,-6.68457590969142,0.299344496591757,-22.3307125596091,1.8593905546229e-110,2.21419607954594e-107,18.9233085181159,6.90963904502884,15.4635727210996,1615.40307312515,1223.44362447155,1239.71321166792
"12","LOC106012394",690.055866072125,-6.32064375488906,0.297835197092327,-21.2219503154615,5.98877039159468e-100,6.5372419466249e-97,17.8101727229327,7.67737671669871,27.0612522619242,1453.74562273264,1084.68075450985,1549.3600174887
"13","LOC101857532",1537.59035367969,-3.78156071486307,0.17877724508015,-21.1523603754365,2.62474554146513e-99,2.64339305632217e-96,251.568689711424,196.540843947487,178.797559587714,2777.46242667131,2809.15367281261,3012.01892934759
"14","LOC106011005",697.585274979345,-7.13153321087024,0.337206056548557,-21.1488882609773,2.8252158781976e-99,2.64339305632217e-96,11.1313579518329,10.7483274033782,7.73178636054978,1492.40283913085,1689.517386175,973.979952854454
"15","LOC101854731",725.736458289323,-6.25902316245606,0.303291990472139,-20.6369550106237,1.27868665584883e-94,1.11663443366425e-91,26.715259084399,10.7483274033782,20.2959391964432,1725.51756832005,1600.53966803162,970.601987700045
"16","LOC101851682",864.082917758413,-3.8311464816407,0.186260478281438,-20.5687568129825,5.22892577890542e-94,4.28085617361763e-91,105.747900542413,99.8058973170833,135.306261309621,1583.77444152662,1570.88042865049,1688.98257720425
"17","LOC101847784",1250.52355781041,-3.42543167963233,0.167711363452917,-20.4245652119689,1.01155004636653e-92,7.7942906219736e-90,197.025035747442,227.250350814282,213.590598210188,2469.37612628559,2179.95409451295,2215.94514129198
"18","LOC101857128",479.206195137934,-6.482759130569,0.321144703550123,-20.1864114802603,1.28893197429605e-90,9.37984440627999e-88,14.4707653373828,8.44511438836859,9.66473295068723,762.601450764667,941.680850350833,1138.37425703567
"19","LOC101845452",470.716208889376,-4.63400131708896,0.234657102692637,-19.7479695432818,8.35084334709391e-87,5.7572472107149e-84,33.3940738554987,29.1740315234551,47.3571914583674,948.858947956037,787.029102149234,978.483906393665
"20","LOC101859366",507.990092201495,-4.54149741393833,0.238431144689423,-19.047416896203,6.90252237160782e-81,4.52080702728454e-78,47.8648391928815,30.7095068667949,48.3236647534361,1170.25936914578,842.110546714187,908.672626535889
"21","LOC106013217",1130.94235669525,-3.79847453167948,0.207787295148176,-18.2805908752541,1.18139261979427e-74,7.36907710794534e-72,174.762319843777,133.586354870558,147.870414145515,2065.23250030431,1660.9174053432,2603.28514566416
"22","LOC101845676",515.620705346981,-4.34384058832376,0.240020614138786,-18.0977813256158,3.31764910598307e-73,1.97535843814874e-70,33.3940738554987,43.7610472851827,67.6531306548106,943.001793956308,1135.52516487749,870.389021452593
"23","LOC101856344",382.16715837597,-7.18207268978108,0.403624016302257,-17.7939676523181,7.87044488397077e-71,4.48238945804927e-68,4.45254318073316,6.90963904502884,3.86589318027489,850.458760760596,793.38465344519,633.931460643997
"24","LOC101860873",478.401787459176,-4.21179981732436,0.237521295365292,-17.732304006034,2.36155193144281e-70,1.28891536458206e-67,47.8648391928815,39.9223589268333,59.9213442942608,757.915727564884,1127.05109648289,837.73535829331
"25","LOC101848340",258.1835148901,-5.34821692938172,0.305649564049526,-17.4978719371415,1.4872290414973e-68,7.79248528582924e-66,11.1313579518329,11.5160650750481,14.4970994260308,548.229614374599,538.103343057619,425.623609455472
"26","LOC101855230",481.451271353965,-3.98563648830346,0.23031228165656,-17.3053580105936,4.28608628971008e-67,2.15936324265047e-64,64.5618761206309,60.6512760619198,46.3907181632987,1094.11636714931,904.606801124422,718.38058950421
"27","LOC101846602",388.127530018357,-4.67895881170485,0.272796103875216,-17.1518535097742,6.087931293294e-66,2.95354859299474e-63,36.7334812410486,23.799867821766,28.027725556993,522.458136775793,812.451307333058,905.294661381481
"28","LOC101855274",669.751960231105,-4.07507592210754,0.237977219156688,-17.1238067935589,9.86106104031343e-66,4.61321566310949e-63,58.9961971447144,54.5093746885609,112.110902227972,1279.20243354073,1225.56214157021,1288.13071221445
"29","LOC101849413",248.897427013178,-5.71057386498274,0.336303886064824,-16.9803980911538,1.14705372254862e-64,5.1811230040222e-62,11.1313579518329,7.67737671669871,9.66473295068723,447.486565579267,436.414522322321,581.010006558264
"30","LOC101855596",579.466760062281,-3.99675630836518,0.237443235633571,-16.8324707069486,1.41089723703819e-63,6.16044763598776e-61,67.9012835061807,52.9738993452211,85.0496499660476,855.144483960379,1368.56204572922,1047.16919786664
"31","LOC106013295",426.147892827063,-3.08340338197784,0.198446943254814,-15.5376713362555,1.92865096879559e-54,8.1494835613721e-52,96.8428141809463,88.2898322420352,85.0496499660476,768.458604764395,672.629178822023,845.61727698693
