"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC177Pp","AC181Pp","AC182Pp","AC179Pp","AC183Pp","AC184Pp"
"1","LOC101846325",1194.55037563558,-7.5231236153164,0.278479638735873,-27.0149862642266,9.8543193730818e-161,1.29288670174833e-156,12.4010926849872,10.4644135840267,17.0297035219322,2059.97328539442,2340.09341101441,2727.34034761373
"2","LOC101848377",1270.26954950759,-6.4318135862944,0.238803648224455,-26.9334812684647,8.9073157210189e-160,5.8431991129884e-156,25.6289248823069,27.46908565807,35.1237635139852,2009.42628799321,2520.1662446118,3003.80299038617
"3","LOC101853463",3159.2750710148,-5.0248660916599,0.200451822829829,-25.0676996633037,1.11963533305767e-138,4.89653852323888e-135,232.313802965427,152.388022817389,180.94059992053,5259.08542526548,5921.06786492269,7209.85471019727
"4","LOC101852443",901.5380305534,-7.58741903905149,0.308758949140414,-24.5739242868098,2.40082765011424e-133,7.87471469237471e-130,13.2278321973197,5.88623264101501,9.57920823108686,1566.22435425792,1992.74913009433,1821.56142589873
"5","LOC101854709",730.929197602617,-4.34584935218221,0.192873766093234,-22.5320915343223,2.01227101803433e-112,5.28019915132209e-109,71.9263375729258,62.1324556551584,72.3762399682118,1362.57123429361,1537.01977871516,1279.54913941064
"6","LOC101847465",5415.09498536408,-5.23373492066884,0.239422268027967,-21.8598502293758,6.26493987589874e-106,1.36993351952986e-102,422.463890801898,201.439961492514,217.128719904636,9765.82641095057,10722.4411436853,11161.2697853495
"7","LOC101861355",2119.57975258689,-5.38905221091062,0.254995026482287,-21.1339502783791,3.87714236834538e-99,7.26687255324162e-96,107.476136603222,98.1038773502502,90.4702999602648,2814.515420514,6129.30374832441,3477.60903276922
"8","LOC101846602",506.361067349039,-4.70598425873291,0.226577500697467,-20.7698656938426,8.10846934495764e-96,1.32978897257305e-92,47.1241522029514,32.0472666010817,32.9950505737436,1028.52151233775,838.917513868406,1058.5609085103
"9","LOC106012394",499.27062149306,-4.58830294642884,0.226443164355738,-20.2624926192106,2.75648419268785e-91,4.01834140089607e-88,47.1241522029514,35.3173958460901,37.2524764542267,896.65977998676,839.770939620052,1139.49898484828
"10","LOC101856068",408.698344138382,-7.00719564777437,0.353677656841515,-19.8123786228157,2.32821043056351e-87,3.05461208489933e-84,9.92087414798977,3.27012924500834,6.38613882072457,862.229216539556,792.832523279501,777.551182797511
