"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC202Pp","AC203Pp","AC204Pp","AC202A","AC203A","AC204A"
"1","LOC100533236",237324.339572562,-10.6630277626956,0.271092651843875,-39.3335182276966,0,0,391.986816783865,276.637916032939,209.279470000852,614695.780603934,266210.835086491,542161.517542127
"2","LOC100533366",29179.4549540851,6.78843535172877,0.176059030167826,38.5577231980534,0,0,55847.2552273752,61818.6943077893,55841.5602031666,608.614006493138,409.71161543862,550.894364247838
"3","LUQ-1",1625.38001872055,-6.80800091397026,0.231948898036546,-29.3512966502543,2.30018500069405e-189,9.42539140451067e-186,25.7568339570507,32.9330852420166,28.2810094595746,2881.52972945101,2875.58616404136,3908.19329017228
"4","GnRH",5467.7770308109,4.8456942078661,0.182076735208827,26.6134726235534,4.74075358347978e-156,1.45695209504292e-152,10504.7637491709,12456.3906080387,8742.36704919101,319.58784272093,379.292191554546,404.260744189264
"5","LOC100533237",45867.9913955633,-5.54150301252936,0.213546350412411,-25.9498839564682,1.82379055820464e-148,4.48397146640194e-145,1846.44303429607,2546.82525871595,1394.96079159352,105779.209986492,87522.3861564588,76118.1231458228
"6","LOC101856039",10612.1846696681,-5.33703387063133,0.213887287116129,-24.9525530132776,2.00338773068922e-137,4.10460756222709e-134,537.673908853433,506.071743218988,493.503615069578,28817.9168669914,15824.7546686931,17493.1872151823
"7","LOC100533412",804.841641579688,-6.62337092701469,0.278890697071454,-23.7489848050318,1.12559923312202e-124,1.97671305325271e-121,17.7078233454724,19.7598511452099,12.0194290203192,1596.19283195044,1241.49273726877,1941.87717674792
"8","LOC101856965",4068.69306243209,4.22692562514322,0.179462467785939,23.5532569973631,1.16250103164378e-122,1.78632814774962e-119,7498.45828574639,9008.2965831996,6668.6620305677,454.059230095311,434.42739734443,348.254847639114
"9","LOC101862698",597.066521279522,-5.676772107598,0.255297954675946,-22.2358699066102,1.54544113859414e-109,2.11090087963753e-106,20.9274275901037,21.9553901613444,25.4529085136172,1067.03919072398,985.779455243269,1461.24475544482
"10","LOC100533239",10614.5369722089,-4.4997440660738,0.202534064643903,-22.2172209597693,2.3411604773856e-109,2.87798857485011e-106,665.653177577529,1157.04906150285,876.004268010325,23413.7388380301,19208.9155757963,18365.8609123364
"11","LOC106011723",504.388287903842,-4.533701417944,0.212473182536719,-21.3377583176197,5.06662751443334e-101,5.66218654862991e-98,33.0009435074712,45.008549830756,47.3706908447875,943.919284101983,1017.14948612372,939.880773014334
"12","LOC101856141",504.096517478115,4.78806629201613,0.227017916369249,21.0911383938008,9.59253303317867e-99,9.82675071473878e-96,883.781365151302,914.442000219993,1120.63499983565,36.6740147384674,31.3700308804512,37.6766940428281
"13","LOC100533336",4049.29852735726,3.71152486715468,0.177442996043657,20.9167166352484,3.77206968373926e-97,3.56692712478513e-94,8158.47715589581,7849.05198268061,6566.14337127674,642.668448750286,614.092119659742,465.358085880336
"14","LOC101854331",6139.04880011977,3.13470727998841,0.154853543246625,20.243045230137,4.09094137754486e-91,3.59213873958279e-88,11470.6450225603,11510.1132920848,10087.8360742303,1149.99231929909,1233.88788129775,1381.81821124643
"15","LOC101856757",975.350193193909,3.55416539351797,0.180034271389825,19.7416045627346,9.47217400628222e-87,7.76276233728182e-84,1723.29317193892,1689.46727291545,1979.67066217023,147.569249780976,135.936800481955,176.164001875926
"16","LOC106011873",656.158828840226,-5.02486087346989,0.262710853631888,-19.1269633667696,1.50594910039639e-81,1.1570395181983e-78,43.4646573025231,46.1063193388232,28.988034696064,1700.9757312032,1210.12270638831,907.295524112428
"17","LOC101845620",23121.5896451791,-9.21538551835182,0.497714435841893,-18.5154073394794,1.55118944240555e-76,1.12169245973479e-73,53.1234700364171,120.754645887394,60.0971451015961,65055.3361919057,31647.6081233934,41792.61829475
"18","LOC106012996",1330.50418547331,3.07540301790505,0.166741378229229,18.4441501597589,5.81053491449322e-76,3.96827253910362e-73,2402.62966755614,2406.31076168334,2328.23410375948,311.729125276973,292.786954884211,241.334499679737
"19","LOC101845765",9661.82613124377,3.4630130255646,0.191985771804352,18.0378628739929,9.82714694957063e-73,6.3581640763722e-70,19300.7225455037,16624.62143017,17225.2558365904,1684.38510548818,1177.80206851149,1958.16980119888
"20","LOC106013742",346.492754614275,-4.11372459491956,0.231274436609292,-17.7871997235439,8.88085688463905e-71,5.45861868414339e-68,38.6352509355761,49.3996278630248,27.5739842230853,665.371410255052,619.795761638005,678.180492770906
"21","LOC101851270",4758.84045039342,-3.79665200009762,0.216764059008614,-17.5151361229434,1.09822948171228e-68,6.42882619937573e-66,660.823771210582,717.941258275961,539.460255441386,11013.5559022926,9629.64887330214,5991.61264183785
"22","LOC101861341",429.11353597667,-5.59770031533033,0.324189029374593,-17.2667789719137,8.3684697401586e-67,4.67607265980771e-64,19.317625467788,7.68438655647053,23.3318328041491,1122.05021283168,527.586882989406,874.710275210523
