"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC164Pp","AC167Pp","AC172Pp","AC166Pp","AC170Pp","AC174Pp"
"1","LOC101850631",70823.7567049046,-8.43284650655152,0.324688143035733,-25.9721418457324,1.02247368878355e-148,1.41397886421877e-144,267.84219289752,588.275098383019,369.554645747263,163978.505103858,99596.831047592,160141.53214095
"2","LOC101846325",1114.40117187561,-7.6253459757986,0.398674915226365,-19.126726273884,1.5128124963177e-81,1.04603420057887e-77,11.7589255418423,5.33824953160634,15.2757087272319,2545.75616849343,1450.4633181045,2657.81466085506
"3","LOC101852443",1450.88063420373,-6.91513078562226,0.381184156893431,-18.1411810028493,1.50756531508118e-73,6.94937358075255e-70,11.7589255418423,16.014748594819,39.9518535942987,3333.05692419056,2149.17504813241,3155.32630516844
"4","LOC101848377",1459.30080701415,-6.17894696531205,0.342645168127089,-18.0330777728062,1.07157424014281e-72,3.70470004173372e-69,31.3571347782462,42.7059962528507,44.0645444054765,3364.63918946208,1673.23072190895,3599.8072552773
"5","LOC101853210",791.752326141603,-7.50899179261306,0.425241898011568,-17.658165452946,8.8055438795674e-70,2.43543732621075e-66,13.0654728242692,5.33824953160634,8.22538162235562,1735.89665188808,951.888652446933,2036.09954853638
"6","LOC101854709",847.581526728354,-4.95293183807665,0.292119750213956,-16.9551419732798,1.76334925379743e-64,4.06422613846078e-61,53.5684385795039,40.5706964402082,63.4529439438862,1958.10044683411,1419.34660138261,1550.4500331898
"7","LOC101847465",7483.25709055983,-5.79462681379969,0.343971844416358,-16.846224212426,1.11830561520232e-63,2.20929262180471e-60,142.413653784535,264.777176767674,383.655299957016,18295.1550965722,10848.4189662228,14965.1223500547
"8","LOC101846602",932.931029399166,-5.03033952137365,0.344144230369932,-14.6169514914325,2.18988460092521e-48,3.78548926827434e-45,47.0357021673693,72.6001936298462,47.002180699175,2064.12662310278,1052.31078368576,2314.51069311006
"9","LOC101861355",2330.6993588646,-5.67289877365348,0.403110787447744,-14.0728031853746,5.58124473213846e-45,8.57589260008253e-42,148.946390196669,37.3677467212444,84.0163979997752,3869.95543380636,3226.23776557423,6617.67241888931
"10","LOC106011452",1906.13293162844,-5.43973250672113,0.391803916514232,-13.8838135032362,7.94043618192524e-44,1.09808291959844e-40,82.3124787928963,39.5030465338869,133.368687733909,2819.84511352839,2854.25156112617,5507.51670205539
"11","LOC101856068",398.192386413584,-5.50208544126366,0.405308194996806,-13.5750658614416,5.62930804011053e-42,7.07706371697169e-39,6.53273641213462,10.6764990632127,30.5514174544637,930.548887464369,729.121248642487,681.723529444839
"12","LOC101852684",220.314310491067,-7.02931113364389,0.579219793853569,-12.1358268626796,6.82174100090027e-34,7.86148802512082e-31,6.53273641213462,2.13529981264254,2.35010903495875,263.937502626257,334.504704760326,712.425510300082
"13","LOC101855596",786.301568637942,-3.40037881050211,0.282205051804794,-12.0493194177622,1.95557910811692e-33,2.08028488354991e-30,124.121991830558,166.553385386118,118.092979006677,1619.71903321071,1107.47223605639,1581.84978633721
"14","LOC101855937",275.369526733517,-5.17890183087225,0.432239697265412,-11.9815506619055,4.4394125068386e-33,4.3851882540765e-30,28.7440402133923,2.13529981264254,14.6881814684922,506.444182389699,457.557175433258,642.64828108362
"15","LOC101849772",437.402116696617,-4.32441143473368,0.36391269457821,-11.8831013568951,1.44890024424807e-32,1.3357894318471e-29,28.7440402133923,49.1118956907783,45.8271261816956,824.522711195702,483.016307296623,1193.19061960151
"16","LOC101853719",113.251353370964,-5.48340572920828,0.464649988285232,-11.8011532711849,3.84998482589042e-32,3.32759000982741e-29,3.91964184728077,5.33824953160634,5.28774532865718,203.028848174044,210.037837872763,251.89579747143
"17","LOC106011005",210.991643642874,-5.45318497540604,0.462994801102791,-11.7780695645335,5.06395550776333e-32,4.11937886569759e-29,3.91964184728077,7.47354934424888,14.6881814684922,544.794075933685,216.402620838604,478.671792424933
"18","LOC101849272",157.734779583916,-5.03092808434257,0.438053423651601,-11.4847363648134,1.57414917544694e-30,1.2093838304031e-27,6.53273641213462,3.2029497189638,15.8632359859715,368.835740849514,316.824752077434,235.149262459479
"19","LOC101852365",132.47130404272,-4.61301763942067,0.404367063395456,-11.4079954996466,3.81417623145544e-30,2.77611805814723e-27,14.3720201066962,4.27059962528507,12.3380724335334,253.786060217555,208.623441658132,301.437630215118
"20","LOC101861104",110.714820937967,-4.90509316109542,0.443152743136861,-11.0686286772698,1.78105148343345e-28,1.23150804822006e-25,7.83928369456155,7.47354934424888,6.46279984613656,270.705130898726,149.218800643613,222.589361200515
"21","LOC101856344",153.831628210883,-5.15149809611647,0.474571716647939,-10.8550465933858,1.88710532057663e-27,1.24270378467877e-24,15.6785673891231,2.13529981264254,8.22538162235562,426.360581165493,178.921121150872,291.668818124813
"22","LOC101850439",349.421272953158,-3.70456687187054,0.341671780530336,-10.8424724632523,2.16538445658512e-27,1.36114098409616e-24,71.8601005334809,54.4501452223847,26.4387266432859,701.577464245864,640.721485228025,601.479715845907
"23","LOC101860873",476.619046425917,-4.10885021956788,0.38105813709871,-10.7827384315993,4.15333751736403e-27,2.49723932728814e-24,35.276776625527,44.8412960654933,74.0284346012005,1351.2697784028,517.669014555093,836.628978305386
"24","LOC101853728",103.873774750991,-4.175638539443,0.392053894112345,-10.650674823412,1.73105589171426e-26,9.97448830271521e-24,10.4523782594154,11.7441489695339,10.5754906573144,179.342149220406,167.605951433821,243.522529965454
"25","LOC101846245",108.895684182655,-4.30883761937829,0.413612066317035,-10.4175820056361,2.06127023865714e-25,1.14021224521558e-22,10.4523782594154,6.40589943792761,13.5131269510128,217.692042764392,149.925998750928,255.384658932253
"26","LOC101858324",173.262378138383,-3.92150978288459,0.378712334019174,-10.354850979546,3.97805563039693e-25,2.11586658895228e-22,19.5982092364039,23.4882979390679,21.1509813146287,369.963678894925,187.407498438661,417.965603006611
"27","LOC101859745",10687.9809317319,3.03669470995664,0.299432508477038,10.1414997503169,3.61506278795622e-24,1.85158160350543e-21,25477.672007325,17497.7143146993,14185.258135011,3025.12983779326,1966.71793644496,1975.39335911805
"28","LOC101855230",416.850831645038,-2.80485453514571,0.277026330743103,-10.1248662090058,4.28564435798678e-24,2.11664913666426e-21,100.604140746873,116.373839789018,96.3544704333086,894.454870011206,654.158249267023,639.159419622797
"29","LOC101862085",275.685672331406,-3.05012749019755,0.301981699155868,-10.1003719719559,5.50330458004554e-24,2.62431720818792e-21,65.3273641213462,59.788394753991,54.0525078040512,412.825324620556,427.147656818683,634.972785869809
"30","LOC101859616",286.871818602662,-3.5669988772701,0.362644673893184,-9.83607132286398,7.87251962207687e-23,3.6289691284567e-20,41.8095130376616,49.1118956907783,42.8894898879971,762.486118698077,536.056165345301,288.877728956155
"31","LOC101851575",197.937436615101,-2.78438327713747,0.285671540731578,-9.7467996637219,1.9037529347879e-22,8.49258043070383e-20,52.261891297077,49.1118956907783,49.3522897341337,358.684298440811,312.58156343354,365.632681094264
"32","LOC101849839",139.059797295304,-4.24113861830218,0.444639443184661,-9.53837695532741,1.45085096616204e-21,6.26994312845464e-19,9.14583097698847,13.8794487821765,17.6258177621906,346.276979941286,326.018327472538,121.412378836645
"33","LOC101858186",69.9198275534023,-4.59720335497026,0.485471166186777,-9.46957033736904,2.80997125485851e-21,1.17754825707389e-18,7.83928369456155,6.40589943792761,3.52516355243812,171.446582902526,107.494112311986,122.807923420974
"34","LOC101852128",183.129287108687,-3.37022963406953,0.356792387788369,-9.44591238327813,3.5232133827784e-21,1.4330152314836e-18,18.291661953977,35.2324469086018,41.1269081117781,441.02377575584,261.663299706809,301.437630215118
"35","LOC101852753",62.280924384604,-5.26138104821316,0.560785095337296,-9.38216991136077,6.46287269984657e-21,2.55357333046223e-18,2.61309456485385,2.13529981264254,4.11269081117781,144.376069812654,101.129329346145,119.319061960151
"36","LOC101853766",129.360948627067,3.97987262292869,0.424363851441032,9.37844401546941,6.69534565214208e-21,2.57194263954091e-18,326.636820606731,275.453675830887,126.905887887772,22.5587609082271,14.143962146314,10.4665843824694
"37","LOC106013374",180.483486520841,-3.45577053321392,0.369316243365588,-9.35721240344426,8.18680904417981e-21,3.05987519653953e-18,24.8243983661116,29.8941973769955,34.6641082656415,413.953262665968,188.114696545976,391.450255904355
"38","LOC101846924",74.5437128633206,6.80894758375897,0.736560879069017,9.24424277374764,2.36912210822674e-20,8.62173411438622e-18,113.669613571142,176.162234543009,153.932141789798,0,0.7071981073157,2.7910891686585
"39","LOC101860770",215.295837587162,-3.16915379230659,0.34806828953027,-9.10497706235599,8.62846677927076e-20,3.05956582283424e-17,24.8243983661116,35.2324469086018,65.8030529788449,363.196050622457,387.544562809004,415.174513837952
"40","LOC101852685",242.682861703047,-2.65393545045914,0.299542919656137,-8.85995053231686,8.00499523103275e-19,2.7675269762488e-16,73.1666478159078,70.4648938172037,56.9901440977496,499.676554117231,322.482336935959,433.316593434232
"41","LOC101864497",240.742995684024,2.60423099879397,0.296179313223238,8.79275115622643,1.45941471842882e-18,4.92249905881759e-16,437.69333961302,494.321906626747,309.039338097075,64.2924685884473,71.4270088388858,67.6839123399687
"42","LOC106013690",270.485722684891,-2.73502942929235,0.313869611349055,-8.71390325918082,2.93586941377173e-18,9.66669955310698e-16,65.3273641213462,85.4119925057014,61.6903621676671,499.676554117231,330.261516116432,580.546547080968
"43","LOC118478845",131.228781277224,-3.06804995013919,0.354905550518421,-8.64469418879923,5.3949591081909e-18,1.73504394202726e-15,13.0654728242692,32.029497189638,36.4266900418606,243.634617808853,231.253781092234,230.962628706491
"44","LOC101853463",3683.58092569013,-3.73292440849383,0.434766720945922,-8.58603988909755,9.00184252302467e-18,2.82923818752064e-15,152.86603204395,507.133705502602,882.46594262701,8499.01317217457,5108.79912724862,6951.207574544
"45","LOC101857686",51.1774063735712,6.26588855161798,0.74738234016517,8.38377924508256,5.12548784195069e-17,1.57511936369636e-14,96.6844988995925,81.1413928804164,125.730833370293,0,1.4143962146314,2.09331687649388
"46","LOC101848347",3174.42432322469,-2.50220216555791,0.302676960434813,-8.26690661212982,1.37479569219426e-16,4.13305426681617e-14,901.517624874578,1042.02630856956,913.604887340213,7754.57406220308,3623.68310188565,4811.13995447509
"47","LOC101845466",1655.39704132922,-9.22280262969989,1.13835193555092,-8.10189040987258,5.41116784622837e-16,1.59214979032962e-13,0,2.13529981264254,13.5131269510128,4035.76232648183,2733.32068477518,3147.65080995462
"48","LOC118478883",53.3655713869075,-5.77023558292802,0.71433174133768,-8.07780929925148,6.59406175506394e-16,1.89977666689124e-13,0,1.06764990632127,3.52516355243812,71.0600968609155,76.3773955900957,168.163122411675
"49","LOC106011500",52.9102134454971,-4.23904149558109,0.526255561171185,-8.05510061717368,7.94134557381773e-16,2.24124220286378e-13,5.2261891297077,2.13529981264254,7.63785436361593,128.584937176895,62.2334334437816,111.64356674634
"50","LOC106013217",1130.04809806005,-2.75708342359458,0.343769486753263,-8.02015167091734,1.0561467433674e-15,2.92109066280556e-13,158.092221173658,255.168327610783,456.508680040737,2222.03794946037,1784.26082475751,1904.22058531726
"51","LOC101845435",112.849074560353,-3.71955919609953,0.466084877313727,-7.98043312955604,1.45820683894909e-15,3.95402791682881e-13,6.53273641213462,14.9470986884978,24.0886176083272,348.532856032109,134.367640389983,148.625498231065
"52","LOC101859026",160.481026758111,-2.36236726699702,0.296579224045297,-7.96538353150527,1.64712106452301e-15,4.3803917694786e-13,49.6487967322231,51.2471955034209,55.2275623215306,303.415334215655,228.424988662971,274.922283112862
"53","LOC101848807",65.1787574602621,-3.70582007985117,0.473360007491545,-7.82875617120519,4.92720155829875e-15,1.28562774244742e-12,6.53273641213462,13.8794487821765,7.63785436361593,115.049680631958,72.1342069462014,175.838617625486
"54","LOC101859486",277.70637184047,-2.23724471775304,0.288157097381128,-7.76397575519014,8.23076390558387e-15,2.10783766759851e-12,97.9910461820194,87.547292318344,105.167379314404,572.992527068969,374.107798770006,428.43218738908
"55","LOC101861925",757.337881925866,-3.14374594413815,0.408650751679829,-7.69298950562368,1.43736307332277e-14,3.61405344381466e-12,65.3273641213462,149.470986884978,243.82381237697,2047.20755242161,942.695077051829,1095.50249869846
"56","LOC101859062",74.2444788972625,-4.0885246984701,0.535883013116865,-7.62950979671841,2.35648024952076e-14,5.8192438161826e-12,5.2261891297077,4.27059962528507,13.5131269510128,248.146369990498,94.7645463803039,79.5460413067673
"57","LOC101854594",1263.73902093371,-2.28197626588369,0.30120585511153,-7.57613514863026,3.56000960494646e-14,8.63708295207097e-12,590.55937165697,335.242070584878,369.554645747263,1688.5232539808,1954.6955686206,2643.85921501177
"58","LOC101853471",3554.29776532654,-3.28434245677144,0.436878233766931,-7.51775255190121,5.5725843203659e-14,1.32867704424724e-11,776.089085761593,494.321906626747,714.433146627459,12849.4702133262,3305.44395359358,3186.02828602368
"59","LOC100533370",50623.1613084459,2.103309155436,0.280169169921198,7.50728267506231,6.03672837147157e-14,1.41494773981492e-11,87268.2126351416,103121.101501852,56007.2109938781,21060.8591839208,19124.7584161385,17156.8251197438
"60","LOC101854731",553.98550572996,-3.34142643475682,0.446901093129022,-7.47688131922323,7.61070871820891e-14,1.75414151440185e-11,31.3571347782462,106.764990632127,157.457305342236,1600.54408643871,691.639748954755,736.14976823368
"61","LOC101847028",1203.30279255487,-2.33684888069571,0.312707107663055,-7.47296375243792,7.8408451522176e-14,1.77755815754127e-11,308.345158652754,286.1301748941,595.165113103303,1788.90974002241,2057.23929418137,2184.02727447528
"62","LOC101862822",102.445324560532,-3.01325854061993,0.408407609695393,-7.37806659103963,1.60604641159418e-13,3.58226061708643e-11,13.0654728242692,12.8117988758552,38.7767990768193,197.389157946987,176.092328721609,176.53638991765
"63","LOC106013117",107.010556115644,-2.49287948038925,0.339133901818218,-7.35072331909028,1.97137112620661e-13,4.3273160800494e-11,22.2113038012577,33.0971470959593,39.9518535942987,155.655450266767,186.700300331345,204.447281604235
"64","LOC118478603",67.730304165001,-7.80583613568428,1.06763191338976,-7.31135519441391,2.6446142461305e-13,5.71443287652166e-11,1.30654728242693,1.06764990632127,0,157.91132635759,88.3997634144626,157.696538029205
"65","LOC101858957",74.1794754924918,-2.63230686435509,0.361379658980024,-7.28404822724289,3.23949121117081e-13,6.89214214758171e-11,20.9047565188308,18.1500484074616,22.3260358321081,143.248131767242,135.782036604614,104.665843824694
"66","LOC101845657",475.305745850685,2.83247713219066,0.399440199750301,7.09111685293895,1.33033951601111e-12,2.78746441922994e-10,1336.59786992274,781.519731427168,381.892718180796,161.295140493824,107.494112311986,83.0349027675904
