"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AC187A","AC188A","AC189A","AC199A","AC200A","AC201A"
"1","LOC101850631",56280.4821074076,-10.5216529861178,0.153997489659883,-68.3235357235743,0,0,57.6155075379391,87.683465825264,86.5665136195359,112841.018665848,108112.45042038,116497.558071234
"2","LOC101853471",6985.72748001673,-4.89960658834904,0.137194262432051,-35.7129117609833,2.49208956693656e-279,1.63244327082179e-275,474.427694882717,423.597588423458,459.392748412764,13273.0747564041,11516.2372973213,15767.634794656
"3","LOC101848377",1067.28626514252,-6.43307977882915,0.225975212147824,-28.468077173973,2.91139608661526e-178,1.27140667102488e-174,19.8053307161666,35.8143733652487,19.6742076408036,2465.52131519143,1859.9025058516,2002.99985808988
"4","LOC106011452",1199.63521895925,-5.19898780536978,0.190913301625548,-27.2321926293378,2.70114928824073e-163,8.84693920631047e-160,70.2188998118633,54.3390492438255,64.9248852146519,2893.21378823484,2241.54135396901,1873.57333728134
"5","LOC106013217",1145.66471388487,-3.90328267243936,0.145947530140586,-26.7444243056355,1.43366382286359e-157,3.75648594866717e-154,128.734649655083,140.787536677184,161.32850265459,2225.2993568976,1932.34010795473,2285.49812947006
"6","LOC101847784",1155.78331987486,-3.45145840148644,0.134197764185272,-25.7191945219103,7.13066942045833e-146,1.55698166795708e-142,206.155487909188,188.951693961484,184.937551823554,2293.47045317017,2046.36225941336,2014.82247297143
"7","LOC101857597",544.547200968545,-5.64320745215561,0.227930291881934,-24.7584794700247,2.51243038254595e-135,4.70219292024779e-132,23.4062999372878,16.0547190947666,23.6090491689643,1158.90863663376,989.98056207608,1055.32393890042
"8","LOC101857532",1133.85803934348,-3.6685695907495,0.148600650823619,-24.68743959341,1.45913760451644e-134,2.38952021959623e-131,153.041191897651,155.607277380046,186.904972587634,2337.2947293454,1847.82957216775,2122.47049268238
"9","LOC101851682",722.174298275218,-3.85131737975636,0.159487602315723,-24.1480674600165,7.82397444891547e-129,1.1389098806138e-125,81.0218074752269,113.618012055272,88.5339343836163,1400.75371626741,1251.56079189293,1397.55752757685
"10","LOC106012394",579.025879455742,-6.57945515701047,0.280889872458752,-23.4236111804872,2.45632325705444e-121,3.21802909906702e-118,9.00242305280298,17.2896974866718,10.820814202442,1272.52713042138,1072.47894224909,1092.03626932207
